,Unnamed: 0,id,gif_id,x,y,url,strength,emotion,colors
15,15,1211,4363,0.37200000000000005,-0.203008,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/6/25/10/anigif_enhanced-buzz-31686-1372170883-2.gif,0.423787975365,serene,"[[100, 88, 67], [37, 39, 39], [189, 189, 174], [43, 80, 109], [138, 133, 116]]"
16,16,121,3536,0.005333,0.342105,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/29/11/anigif_enhanced-buzz-5048-1377788932-21.gif,0.34214656496,active,"[[83, 85, 123], [189, 159, 159], [137, 125, 128], [229, 200, 179], [0, 0, 0]]"
17,17,122,7250,-0.37466700000000003,-0.157895,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/8/8/13/anigif_enhanced-buzz-27363-1375984416-21.gif,0.406578641734,sad,"[[131, 81, 63], [26, 17, 16], [164, 113, 81], [85, 56, 42], [251, 251, 252]]"
18,18,123,3519,-0.41466670000000005,-0.109023,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/8/8/0/anigif_enhanced-buzz-14963-1375936316-11.gif,0.428759240854,sad,"[[35, 18, 16], [178, 139, 110], [113, 66, 50], [214, 183, 152], [144, 100, 77]]"
19,19,1825,3519,-0.293103,0.354369,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/8/8/0/anigif_enhanced-buzz-14963-1375936316-11.gif,0.459876893059,nervous,"[[144, 100, 77], [214, 183, 152], [178, 139, 110], [35, 18, 16], [113, 66, 50]]"
20,20,124,7268,0.414667,-0.003759,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr06/9/16/anigif_enhanced-buzz-25709-1394398443-7.gif,0.41468403751500005,pleasant,"[[54, 66, 142], [171, 137, 126], [64, 35, 39], [202, 177, 162], [149, 88, 103]]"
21,21,125,5332,0.181333,0.32706799999999997,http://s3-ec.buzzfed.com/static/2014-05/enhanced/webdr06/12/12/anigif_enhanced-23001-1399912087-9.gif,0.373972102587,excited,"[[82, 48, 40], [13, 11, 11], [237, 235, 235], [39, 24, 14], [143, 109, 109]]"
22,22,2028,5332,-0.13958299999999998,-0.40234380000000003,http://s3-ec.buzzfed.com/static/2014-05/enhanced/webdr06/12/12/anigif_enhanced-23001-1399912087-9.gif,0.425868462424,bored,"[[13, 11, 11], [143, 109, 109], [82, 48, 40], [237, 235, 235], [39, 24, 14]]"
23,23,126,7412,-0.245333,0.32706799999999997,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/10/10/anigif_enhanced-buzz-31592-1381414133-21.gif,0.408854200801,nervous,"[[62, 16, 11], [237, 234, 245], [121, 63, 56], [180, 131, 138], [190, 133, 37]]"
24,24,127,1941,-0.10266700000000001,0.169173,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/9/7/1/anigif_enhanced-buzz-28808-1378532525-0.gif,0.197888900189,nervous,"[[156, 160, 174], [230, 235, 238], [50, 50, 70], [121, 109, 124], [191, 194, 202]]"
25,25,400,1941,0.213889,-0.03125,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/9/7/1/anigif_enhanced-buzz-28808-1378532525-0.gif,0.21615981777600002,pleasant,"[[128, 101, 112], [193, 192, 198], [38, 48, 70], [148, 158, 176], [230, 235, 238]]"
26,26,128,7448,-0.4306667,-0.154135,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr03/30/14/anigif_enhanced-29164-1391108743-19.gif,0.457418194559,sad,"[[201, 134, 81], [6, 8, 7], [64, 56, 63], [104, 123, 143], [232, 200, 167]]"
27,27,129,2271,-0.14800000000000002,-0.42481199999999997,http://s3-ec.buzzfed.com/static/2014-11/23/16/enhanced/webdr12/anigif_enhanced-24483-1416776542-20.gif,0.449854682474,bored,"[[147, 134, 123], [34, 27, 20], [80, 65, 54], [193, 190, 183], [117, 96, 84]]"
28,28,130,1473,0.302667,-0.364662,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr03/14/21/anigif_enhanced-21912-1392430500-21.gif,0.473904723687,relaxed,"[[5, 11, 3], [240, 237, 229], [183, 170, 137], [104, 64, 28], [159, 132, 63]]"
29,29,791,1473,0.43333299999999997,-0.146617,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr03/14/21/anigif_enhanced-21912-1392430500-21.gif,0.457464789441,contented,"[[104, 64, 28], [240, 237, 229], [5, 11, 3], [183, 170, 138], [159, 132, 64]]"
30,30,131,5068,-0.005333,-0.45488720000000005,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/9/14/anigif_enhanced-buzz-22380-1394388400-10.gif,0.4549184604,subdued,"[[13, 9, 9], [142, 111, 109], [26, 28, 30], [43, 55, 59], [196, 168, 154]]"
31,31,132,582,0.44,-0.17669200000000002,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr06/28/20/anigif_enhanced-14452-1390957838-5.gif,0.47415194069399996,contented,"[[20, 20, 21], [157, 102, 71], [82, 43, 25], [238, 235, 233], [122, 72, 41]]"
32,32,133,5011,0.38799999999999996,0.214286,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/5/19/2/anigif_enhanced-buzz-29767-1368943303-4.gif,0.443240893641,elated,"[[235, 182, 143], [20, 27, 22], [52, 158, 201], [129, 84, 44], [241, 199, 38]]"
33,33,1855,5011,0.073611,0.24218800000000001,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/5/19/2/anigif_enhanced-buzz-29767-1368943303-4.gif,0.253127648954,alert,"[[241, 199, 38], [20, 27, 22], [52, 158, 201], [235, 182, 143], [129, 84, 44]]"
34,34,134,7875,-0.42133329999999997,-0.172932,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/2/12/anigif_enhanced-buzz-20555-1393781067-16.gif,0.45544179245300004,sad,"[[37, 24, 17], [194, 179, 5], [223, 185, 98], [128, 94, 44], [249, 247, 229]]"
35,35,2576,7875,-0.149333,-0.37969899999999995,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/2/12/anigif_enhanced-buzz-20555-1393781067-16.gif,0.40800940612899994,bored,"[[127, 93, 43], [194, 179, 5], [249, 247, 229], [36, 23, 17], [223, 184, 97]]"
36,36,2578,7875,-0.128,-0.308271,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/2/12/anigif_enhanced-buzz-20555-1393781067-16.gif,0.333788869558,bored,"[[194, 179, 5], [127, 93, 43], [249, 247, 229], [36, 23, 17], [223, 185, 98]]"
37,37,135,1142,0.230667,0.018797,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr03/6/1/anigif_enhanced-10483-1394087764-14.gif,0.231431614301,pleasant,"[[211, 151, 92], [83, 28, 9], [248, 236, 217], [169, 90, 33], [0, 0, 0]]"
38,38,934,1142,0.127228,0.40867600000000004,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr03/6/1/anigif_enhanced-10483-1394087764-14.gif,0.428022238861,alert,"[[248, 236, 217], [169, 90, 33], [0, 0, 0], [211, 151, 92], [83, 28, 9]]"
39,39,136,4559,0.277333,-0.349624,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr07/3/10/anigif_enhanced-buzz-32745-1386085264-18.gif,0.44626285333300003,relaxed,"[[9, 2, 2], [204, 107, 41], [109, 43, 15], [108, 127, 111], [207, 202, 192]]"
40,40,137,4230,0.22933299999999998,0.334586,http://s3-ec.buzzfed.com/static/2014-09/23/0/enhanced/webdr09/anigif_enhanced-buzz-11046-1411446253-9.gif,0.40563704994099997,excited,"[[50, 29, 24], [218, 210, 0], [248, 230, 210], [122, 101, 86], [197, 159, 127]]"
41,41,138,156,0.37200000000000005,0.24436100000000002,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/16/15/anigif_enhanced-buzz-29260-1374004392-24.gif,0.445080103263,elated,"[[46, 39, 42], [189, 181, 170], [150, 120, 100], [236, 228, 226], [89, 77, 74]]"
42,42,3933,156,0.14343599999999998,-0.413242,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/16/15/anigif_enhanced-buzz-29260-1374004392-24.gif,0.437427521608,calm,"[[48, 40, 43], [234, 225, 222], [91, 80, 77], [154, 122, 99], [185, 179, 166]]"
43,43,139,5729,0.273333,0.349624,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/24/11/anigif_enhanced-buzz-27364-1382628741-20.gif,0.443788091621,excited,"[[14, 11, 15], [189, 199, 211], [105, 100, 82], [67, 46, 34], [161, 152, 140]]"
44,44,1008,5729,0.265333,0.12782000000000002,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/24/11/anigif_enhanced-buzz-27364-1382628741-20.gif,0.29451579463399996,happy,"[[14, 11, 15], [105, 100, 82], [189, 199, 211], [67, 46, 34], [161, 152, 140]]"
45,45,140,922,0.18,0.37594,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/8/7/19/anigif_enhanced-buzz-24089-1375919757-0.gif,0.416810368873,alert,"[[37, 40, 21], [178, 146, 119], [106, 85, 63], [229, 212, 185], [6, 11, 2]]"
46,46,141,3202,0.249333,0.30451100000000003,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/6/26/11/anigif_enhanced-buzz-28653-1372261954-0.gif,0.393565615889,excited,"[[44, 53, 57], [168, 172, 180], [125, 124, 129], [78, 84, 88], [252, 252, 252]]"
47,47,142,4470,-0.18,-0.139098,http://s3-ec.buzzfed.com/static/2014-10/28/12/enhanced/webdr04/anigif_enhanced-6290-1414512611-19.gif,0.227482424824,unhappy,"[[167, 81, 19], [54, 5, 2], [123, 38, 4], [84, 43, 131], [225, 140, 51]]"
48,48,143,6847,0.13333299999999998,0.390977,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/7/18/23/anigif_enhanced-buzz-8362-1374206397-10.gif,0.41308679889100003,alert,"[[6, 7, 5], [94, 114, 128], [61, 73, 77], [239, 241, 242], [27, 33, 32]]"
49,49,144,1283,0.033333,0.425781,http://s3-ec.buzzfed.com/static/2014-08/28/17/enhanced/webdr05/anigif_enhanced-24682-1409262451-10.gif,0.42708377263700004,active,"[[233, 224, 214], [130, 148, 95], [88, 74, 183], [197, 137, 167], [182, 197, 147]]"
50,50,1045,1283,0.361333,0.413534,http://s3-ec.buzzfed.com/static/2014-08/28/17/enhanced/webdr05/anigif_enhanced-24682-1409262451-10.gif,0.5491556300770001,excited,"[[183, 196, 148], [233, 222, 213], [128, 152, 93], [86, 74, 185], [186, 122, 154]]"
51,51,145,5504,-0.209722,-0.13281199999999999,http://s3-ec.buzzfed.com/static/2014-10/19/17/enhanced/webdr05/anigif_enhanced-6600-1413753157-15.gif,0.248238483374,unhappy,"[[2, 0, 0], [114, 98, 78], [253, 169, 132], [192, 189, 192], [64, 34, 22]]"
52,52,146,5394,0.190278,-0.292969,http://s3-ec.buzzfed.com/static/2014-07/21/6/enhanced/webdr04/anigif_enhanced-buzz-3004-1405938945-4.gif,0.349337304399,relaxed,"[[66, 50, 54], [2, 1, 2], [166, 170, 189], [32, 21, 25], [96, 92, 102]]"
53,53,3853,5394,0.365333,-0.360902,http://s3-ec.buzzfed.com/static/2014-07/21/6/enhanced/webdr04/anigif_enhanced-buzz-3004-1405938945-4.gif,0.513535251461,serene,"[[96, 92, 102], [2, 1, 2], [166, 170, 189], [66, 50, 54], [32, 21, 25]]"
54,54,147,6759,0.422667,-0.150376,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2012/12/17/13/anigif_enhanced-buzz-32537-1355769144-2.gif,0.448620479097,contented,"[[27, 24, 24], [105, 94, 87], [77, 68, 63], [148, 129, 117], [56, 47, 44]]"
55,55,148,1601,-0.317333,-0.015038,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/12/anigif_enhanced-buzz-15010-1368981917-12.gif,0.317689115855,unpleasant,"[[32, 11, 15], [184, 143, 105], [89, 37, 31], [242, 242, 219], [145, 87, 61]]"
56,56,149,6713,-0.294444,-0.191406,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/7/13/21/anigif_enhanced-buzz-1892-1373765964-4.gif,0.351188732695,unhappy,"[[123, 68, 41], [11, 8, 4], [165, 113, 72], [204, 204, 212], [66, 35, 18]]"
57,57,150,6713,-0.277778,-0.230469,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/7/13/21/anigif_enhanced-buzz-1892-1373765964-4.gif,0.360938467394,unhappy,"[[11, 8, 4], [165, 113, 72], [204, 204, 212], [66, 35, 18], [123, 68, 41]]"
58,58,151,3346,0.341667,-0.46484380000000003,http://s3-ec.buzzfed.com/static/2014-06/6/11/enhanced/webdr02/anigif_enhanced-25734-1402070201-26.gif,0.576902155731,relaxed,"[[12, 6, 12], [225, 205, 221], [83, 37, 62], [179, 116, 154], [28, 16, 160]]"
59,59,152,4724,0.35200000000000004,0.10526300000000001,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/9/16/17/anigif_enhanced-buzz-24929-1379366873-0.gif,0.36740209467100005,happy,"[[14, 5, 5], [240, 237, 225], [195, 166, 149], [74, 35, 35], [127, 99, 90]]"
60,60,153,3106,0.414667,0.135338,http://s3-ec.buzzfed.com/static/2013-09/enhanced/webdr03/24/21/anigif_enhanced-buzz-28086-1380073492-0.gif,0.436193873333,happy,"[[6, 16, 13], [125, 131, 132], [41, 54, 66], [55, 99, 194], [216, 220, 232]]"
61,61,154,1412,0.269333,-0.368421,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr01/1/17/anigif_enhanced-buzz-16582-1380661582-42.gif,0.456370790181,relaxed,"[[77, 41, 29], [122, 105, 91], [101, 71, 60], [41, 28, 19], [145, 135, 126]]"
62,62,155,7649,0.452,0.112782,http://s3-ec.buzzfed.com/static/2014-11/18/11/enhanced/webdr07/anigif_enhanced-6764-1416328087-19.gif,0.465858110935,happy,"[[59, 16, 5], [13, 1, 0], [204, 72, 24], [238, 236, 228], [118, 39, 15]]"
63,63,156,8082,-0.223611,-0.09375,http://s3-ec.buzzfed.com/static/2014-10/27/12/enhanced/webdr10/anigif_enhanced-19004-1414428699-26.gif,0.24246843469,sad,"[[82, 43, 4], [206, 179, 143], [174, 108, 49], [227, 205, 54], [29, 139, 146]]"
64,64,157,4779,-0.370667,-0.259398,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr05/23/2/anigif_enhanced-buzz-338-1387784055-7.gif,0.452417227007,unhappy,"[[132, 32, 16], [237, 184, 164], [52, 10, 16], [96, 38, 73], [187, 93, 92]]"
65,65,628,4779,0.138194,0.398438,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr05/23/2/anigif_enhanced-buzz-338-1387784055-7.gif,0.421723157391,alert,"[[131, 30, 15], [235, 179, 159], [181, 87, 87], [52, 10, 16], [93, 36, 73]]"
66,66,158,1455,-0.033333,-0.19172899999999998,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr06/24/17/anigif_enhanced-8105-1395696000-2.gif,0.194604980229,bored,"[[184, 157, 127], [23, 5, 4], [230, 208, 182], [112, 65, 35], [178, 124, 67]]"
67,67,159,7604,-0.261333,-0.390977,http://s3-ec.buzzfed.com/static/2013-11/enhanced/webdr01/24/22/anigif_enhanced-buzz-25235-1385351773-3.gif,0.470274336338,depressed,"[[210, 211, 217], [84, 67, 67], [125, 114, 105], [162, 160, 157], [32, 28, 28]]"
68,68,160,4544,-0.052778,-0.214844,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr02/4/10/anigif_enhanced-buzz-15131-1386172145-27.gif,0.221231692169,bored,"[[85, 58, 47], [186, 161, 162], [16, 8, 5], [236, 230, 229], [141, 117, 115]]"
69,69,1394,4544,-0.322667,-0.263158,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr02/4/10/anigif_enhanced-buzz-15131-1386172145-27.gif,0.41637258057300003,unhappy,"[[16, 8, 5], [186, 161, 162], [85, 58, 47], [236, 230, 229], [141, 117, 115]]"
70,70,161,7158,-0.162667,0.18797,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/6/18/1/anigif_enhanced-buzz-5425-1371534211-16.gif,0.248582529131,nervous,"[[116, 106, 93], [25, 20, 17], [209, 194, 180], [162, 147, 136], [67, 63, 50]]"
71,71,162,4789,0.483333,-0.203125,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr05/7/12/anigif_enhanced-buzz-7261-1389114365-2.gif,0.524280988129,contented,"[[249, 253, 254], [22, 8, 42], [198, 135, 97], [213, 192, 183], [97, 49, 82]]"
72,72,3645,4789,-0.488,0.0,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr05/7/12/anigif_enhanced-buzz-7261-1389114365-2.gif,0.488,unpleasant,"[[249, 253, 254], [97, 49, 82], [198, 135, 97], [22, 8, 42], [213, 192, 183]]"
73,73,3861,4789,-0.263371,-0.15753399999999998,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr05/7/12/anigif_enhanced-buzz-7261-1389114365-2.gif,0.306889629667,unhappy,"[[22, 8, 42], [249, 253, 254], [213, 192, 184], [199, 136, 99], [97, 49, 82]]"
74,74,163,502,0.218667,-0.394737,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/9/10/12/anigif_enhanced-buzz-2533-1378828992-1.gif,0.451256641013,relaxed,"[[164, 161, 156], [44, 75, 121], [11, 4, 68], [171, 184, 198], [107, 125, 146]]"
75,75,164,6192,0.010667,-0.481203,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr03/23/0/anigif_enhanced-buzz-3665-1390455538-0.gif,0.481321215092,subdued,"[[250, 248, 249], [10, 6, 6], [161, 146, 153], [113, 72, 57], [191, 179, 185]]"
76,76,165,7222,-0.4386667,-0.146617,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/5/14/10/anigif_enhanced-buzz-8973-1368542241-3.gif,0.462520289693,sad,"[[188, 52, 50], [217, 198, 187], [21, 12, 15], [95, 64, 81], [154, 126, 125]]"
77,77,3109,7222,-0.47333329999999996,-0.17669200000000002,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/5/14/10/anigif_enhanced-buzz-8973-1368542241-3.gif,0.50523704907,sad,"[[16, 9, 13], [169, 146, 134], [222, 203, 192], [85, 49, 63], [135, 89, 102]]"
78,78,166,6961,-0.16399999999999998,-0.40977440000000004,http://s3-ec.buzzfed.com/static/2014-09/24/19/enhanced/webdr05/anigif_enhanced-7587-1411600878-6.gif,0.44137405779600003,bored,"[[19, 39, 126], [64, 75, 236], [17, 15, 63], [47, 109, 168], [175, 152, 197]]"
79,79,2837,6961,-0.439222,-0.152968,http://s3-ec.buzzfed.com/static/2014-09/24/19/enhanced/webdr05/anigif_enhanced-7587-1411600878-6.gif,0.465096951514,sad,"[[64, 75, 236], [19, 39, 126], [175, 152, 197], [47, 109, 168], [17, 15, 63]]"
80,80,167,5983,-0.150667,-0.41353379999999995,http://s3-ec.buzzfed.com/static/2013-09/enhanced/webdr06/28/15/anigif_enhanced-buzz-23837-1380397911-4.gif,0.440125832725,bored,"[[13, 17, 42], [161, 159, 159], [62, 73, 88], [202, 203, 205], [116, 114, 120]]"
81,81,168,2645,-0.370667,-0.135338,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/9/6/19/anigif_enhanced-buzz-1714-1378509851-3.gif,0.39460157011,sad,"[[64, 51, 52], [159, 154, 147], [22, 18, 28], [109, 91, 79], [227, 229, 222]]"
82,82,169,4904,0.469333,-0.015038,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/30/16/anigif_enhanced-buzz-15137-1377893422-7.gif,0.4695738561,pleasant,"[[137, 137, 137], [242, 242, 242], [33, 33, 33], [85, 85, 85], [198, 198, 198]]"
83,83,170,5466,0.276,-0.357143,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/25/23/anigif_enhanced-buzz-24603-1377487449-4.gif,0.451361410013,relaxed,"[[9, 32, 72], [179, 57, 64], [103, 171, 190], [2, 5, 6], [56, 26, 13]]"
84,84,3478,5466,-0.25517199999999995,0.024272,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/25/23/anigif_enhanced-buzz-24603-1377487449-4.gif,0.25632377878,unpleasant,"[[103, 171, 190], [2, 5, 6], [179, 57, 64], [9, 32, 72], [56, 26, 13]]"
85,85,171,1436,-0.13733299999999998,-0.4285714,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/1/23/anigif_enhanced-buzz-13443-1380683776-6.gif,0.45003755153,bored,"[[12, 18, 20], [59, 100, 138], [28, 45, 57], [83, 170, 232], [42, 69, 93]]"
86,86,491,1436,-0.13333299999999998,-0.4285714,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/1/23/anigif_enhanced-buzz-13443-1380683776-6.gif,0.448833080094,bored,"[[59, 100, 138], [12, 18, 20], [28, 45, 57], [83, 170, 232], [42, 69, 93]]"
87,87,608,1436,0.02,0.46616499999999994,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/1/23/anigif_enhanced-buzz-13443-1380683776-6.gif,0.46659383539099997,active,"[[28, 45, 57], [12, 18, 20], [59, 100, 138], [42, 69, 93], [83, 170, 232]]"
88,88,2552,1436,-0.1,-0.4140625,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/1/23/anigif_enhanced-buzz-13443-1380683776-6.gif,0.425966846018,bored,"[[12, 18, 20], [42, 69, 93], [83, 170, 232], [28, 45, 57], [59, 100, 138]]"
89,89,3059,1436,-0.3047,-0.303653,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/1/23/anigif_enhanced-buzz-13443-1380683776-6.gif,0.430171168733,unhappy,"[[42, 69, 93], [12, 18, 20], [83, 170, 232], [28, 45, 57], [59, 100, 138]]"
90,90,172,7482,0.4,0.236842,http://s3-ec.buzzfed.com/static/2014-07/19/12/enhanced/webdr09/anigif_enhanced-31896-1405788979-1.gif,0.46485926145900003,elated,"[[1, 8, 3], [107, 141, 187], [121, 126, 92], [227, 219, 193], [49, 85, 32]]"
91,91,173,4228,0.422667,-0.131579,http://s3-ec.buzzfed.com/static/2014-09/22/23/enhanced/webdr08/anigif_enhanced-buzz-28393-1411443900-23.gif,0.442674176037,contented,"[[250, 195, 4], [70, 161, 99], [181, 98, 45], [242, 182, 133], [70, 32, 16]]"
92,92,2849,4228,0.29600000000000004,-0.199248,http://s3-ec.buzzfed.com/static/2014-09/22/23/enhanced/webdr08/anigif_enhanced-buzz-28393-1411443900-23.gif,0.35681334827,serene,"[[242, 182, 133], [70, 161, 99], [70, 32, 16], [250, 195, 4], [181, 98, 45]]"
93,93,3820,4228,-0.1,0.112782,http://s3-ec.buzzfed.com/static/2014-09/22/23/enhanced/webdr08/anigif_enhanced-buzz-28393-1411443900-23.gif,0.150730818096,nervous,"[[70, 32, 16], [242, 182, 133], [70, 161, 99], [250, 196, 4], [181, 99, 45]]"
94,94,174,3137,-0.001333,-0.003759,http://s3-ec.buzzfed.com/static/2014-07/7/7/enhanced/webdr02/anigif_enhanced-4113-1404734090-13.gif,0.003988354297199999,bored,"[[64, 36, 23], [0, 0, 0], [251, 196, 100], [126, 68, 40], [208, 118, 63]]"
